id,NumDash,NumDots,NumDashInHostname,UrlLength,NumQueryComponents,IpAddress,DomainInSubdomains,DomainInPaths,HostnameLength,PathLevel
1963,1,5,0,67,0,0,0,1,31,2
1841,0,1,0,101,0,0,0,0,13,9
7169,5,3,0,64,0,0,0,1,19,1
9899,0,2,0,29,0,0,0,1,13,3
3539,0,4,0,49,0,0,0,0,26,2
8027,5,1,0,70,0,0,0,1,13,4
4867,0,2,0,46,0,0,0,1,21,2
4175,1,2,0,50,0,0,0,0,11,4
8089,1,2,1,61,0,0,0,0,13,4
4378,0,5,0,72,0,0,0,1,12,6
6212,9,2,0,85,0,0,0,1,12,3
4767,1,3,0,85,0,0,0,1,32,6
412,1,1,1,35,0,0,0,1,24,2
614,2,4,0,101,0,1,0,0,12,4
6127,5,3,0,80,0,0,0,1,25,2
5211,0,3,0,89,3,0,0,0,20,1
1431,0,3,0,51,1,0,0,0,13,2
2426,0,2,0,53,0,0,0,0,24,1
8842,0,2,0,46,1,0,0,0,9,1
3834,2,4,0,213,1,0,0,1,18,9
4719,0,4,0,179,7,0,0,1,9,3
7186,0,5,0,63,1,0,0,0,15,3
1418,1,2,1,57,0,0,0,0,38,2
7200,0,2,0,89,5,0,0,0,10,1
605,0,2,0,51,0,0,0,1,17,4
1273,1,1,0,79,0,0,0,0,13,4
3965,0,1,0,31,0,0,0,0,12,3
6368,6,1,0,70,0,0,0,1,8,2
8747,0,1,0,36,0,0,0,0,9,4
248,1,2,0,73,0,0,0,0,13,4
9227,0,3,0,56,0,0,0,1,21,2
1983,0,2,0,35,0,0,0,0,10,2
2836,0,1,0,48,0,0,0,0,18,2
5376,7,2,0,90,0,0,0,1,18,3
200,11,4,1,104,0,0,0,1,19,1
486,0,1,0,26,0,0,0,0,13,1
6084,0,3,0,61,0,0,0,1,15,2
8957,0,1,0,30,0,0,0,0,22,0
456,1,1,0,79,0,0,0,0,13,4
9799,0,2,0,28,0,0,0,0,20,0
8827,0,1,0,42,0,0,0,1,9,1
6516,2,2,0,125,7,0,0,0,19,4
1722,1,3,0,93,0,0,0,1,22,7
7051,5,1,0,76,0,0,0,1,17,5
6383,6,1,0,91,0,0,0,1,18,7
8166,7,1,0,72,0,0,0,0,13,5
5768,2,2,0,79,0,0,0,1,20,5
5810,8,2,0,140,3,0,0,1,12,5
4627,1,3,0,48,0,0,0,1,17,3
863,0,4,0,132,10,1,0,0,12,3
2095,2,2,0,108,1,0,0,0,11,5
948,0,2,0,56,0,0,0,0,24,4
5642,9,3,0,86,0,0,0,0,21,3
1445,0,4,0,143,4,1,0,0,12,3
1281,0,1,0,34,0,0,0,1,17,3
3111,0,2,0,41,0,0,0,0,22,3
8953,5,2,2,54,0,0,0,0,22,1
7610,4,2,0,102,0,0,0,0,24,4
5136,7,4,0,204,4,0,0,0,20,2
3017,0,3,0,63,0,0,0,0,20,4
2303,4,8,4,89,0,0,1,1,62,4
2005,0,2,0,42,0,0,0,0,13,3
4581,0,3,0,55,0,0,0,0,18,4
8705,0,2,0,37,0,0,0,0,19,2
1006,0,3,0,37,0,0,0,0,14,2
5139,5,1,0,99,1,0,0,0,13,1
4318,0,2,0,59,0,0,0,0,16,3
6559,7,3,0,77,1,0,0,1,12,1
4388,0,2,0,38,0,0,0,0,13,2
2133,0,3,0,49,0,0,0,0,22,3
4266,0,1,0,58,1,0,0,0,16,2
2058,1,3,0,81,0,0,0,0,13,6
5387,3,3,1,68,0,0,0,0,26,3
230,0,2,0,45,0,0,0,0,19,2
2890,0,3,0,50,0,0,0,0,18,4
4473,0,4,0,43,0,0,0,1,13,2
6065,1,2,0,81,5,0,0,0,14,2
7925,7,1,0,69,0,0,0,1,10,2
7650,0,6,0,78,4,0,0,0,13,1
8382,1,1,0,42,0,0,0,0,18,3
210,2,1,1,47,0,0,0,0,20,3
2759,0,3,0,45,0,0,0,1,17,2
8472,0,3,0,59,1,0,0,1,26,1
2949,0,2,0,73,0,0,0,0,18,4
7117,5,3,0,69,0,0,0,1,15,2
6331,8,3,0,110,0,0,0,1,21,2
1729,0,2,0,37,0,0,0,0,14,2
4177,0,4,0,55,0,0,0,1,14,4
338,0,4,0,59,0,1,0,0,13,5
4985,5,3,3,117,0,0,1,0,52,3
6879,0,2,0,88,3,0,0,0,16,1
7249,0,4,0,104,1,0,0,0,11,2
8453,0,2,0,34,0,0,0,0,21,1
1227,1,3,0,74,0,0,0,1,21,5
7609,3,1,0,74,0,0,0,0,20,3
6828,3,1,0,67,0,0,0,1,18,5
3541,0,3,0,30,0,0,0,1,14,3
5869,7,4,1,108,0,0,1,1,14,4
2112,1,2,0,47,0,0,0,1,16,3
2692,0,2,0,37,0,0,0,0,13,2
7154,9,1,0,76,0,0,0,1,11,2
3708,0,2,0,68,0,0,0,1,19,3
1018,0,1,0,46,0,0,0,0,26,3
8512,0,1,0,39,0,0,0,1,19,2
2808,0,2,0,45,0,0,0,0,14,3
5016,0,2,0,21,0,0,0,0,13,0
1929,1,2,0,52,0,0,0,0,17,4
351,0,3,0,41,0,0,0,0,17,2
5174,1,2,0,63,1,0,0,1,22,1
4193,0,3,0,64,0,0,0,1,11,7
1935,3,3,3,52,0,0,0,0,32,3
6902,0,2,0,66,0,0,0,0,20,6
4824,0,2,0,43,0,0,0,1,13,3
565,1,5,0,91,1,0,0,0,21,4
1583,0,2,0,79,4,0,0,0,11,3
4695,1,3,0,66,0,0,0,0,20,5
2176,0,3,0,47,0,0,0,0,26,2
7029,3,2,1,69,0,0,0,1,28,4
4881,0,2,0,55,0,0,0,1,20,4
2229,3,6,0,89,0,0,0,1,39,4
1116,2,2,0,133,2,0,0,1,13,3
3127,3,3,1,153,0,0,0,1,20,8
3545,0,3,0,54,0,0,0,1,20,4
5049,0,2,0,21,0,0,0,0,13,0
7477,4,2,1,65,0,0,0,1,20,1
822,0,3,0,64,1,0,0,0,17,4
6533,4,1,0,66,0,0,0,0,16,3
2273,1,4,0,63,0,0,0,0,25,2
5546,0,1,0,153,0,0,0,1,18,6
82,1,5,0,135,1,0,0,1,11,7
1324,0,4,0,67,0,0,0,0,16,6
9406,0,3,0,53,0,0,0,0,20,4
1615,0,1,0,29,0,0,0,1,14,2
832,0,1,0,45,0,0,0,1,18,4
3884,0,2,0,47,0,0,0,0,15,3
8642,0,1,0,46,1,0,0,1,21,2
4465,0,2,0,51,0,0,0,1,11,3
5340,6,2,1,71,0,0,0,0,21,2
8067,12,1,0,115,0,0,0,1,20,2
1650,1,4,0,70,0,0,0,0,18,4
4066,0,3,0,46,0,0,0,1,15,4
9666,1,3,1,57,0,0,0,0,26,1
3039,0,2,0,75,0,0,0,0,17,5
3321,0,2,0,34,0,0,0,0,22,2
7144,12,3,0,120,0,0,0,1,31,5
6890,5,1,0,85,0,0,0,1,13,7
5093,0,3,0,25,0,0,0,0,17,0
3721,0,4,0,75,0,0,0,0,30,5
2424,1,2,1,101,1,0,0,1,26,7
750,1,1,1,27,0,0,0,1,16,2
5272,10,2,0,121,0,0,0,1,30,5
2374,0,5,0,61,0,0,0,0,17,5
4694,1,3,0,43,0,0,0,1,14,4
9880,0,3,0,53,0,0,0,1,19,4
8371,3,2,0,55,0,0,0,0,18,5
7320,0,4,0,132,0,0,0,0,21,14
4369,0,2,0,44,0,0,0,0,17,4
6786,10,2,0,125,0,0,0,1,28,3
7402,7,2,0,76,0,0,0,0,24,5
1140,0,2,0,49,0,0,0,1,15,4
7632,5,1,0,70,0,0,0,0,14,5
2232,0,2,0,37,0,0,0,1,16,2
2165,0,4,0,45,0,1,0,0,14,2
5218,0,2,0,119,0,0,0,0,20,5
9445,0,3,0,44,0,0,0,0,16,3
9238,3,2,0,47,0,0,0,0,15,3
4562,1,2,0,99,4,0,0,0,19,5
1571,0,2,0,37,0,0,0,0,15,2
173,0,3,0,53,0,0,0,1,18,4
7164,2,2,2,87,3,0,0,0,9,1
2088,0,2,0,34,0,0,0,0,14,2
4668,0,3,0,42,0,0,0,1,20,2
4566,1,2,0,37,0,0,0,0,9,2
7090,9,1,0,91,0,0,0,1,19,2
6570,2,1,0,61,0,0,0,1,14,5
4784,0,5,0,57,0,0,0,1,29,2
2685,0,2,0,74,0,0,0,1,19,7
1833,0,3,0,45,0,0,0,0,18,3
8547,0,3,0,34,0,0,0,0,15,1
5066,0,2,0,27,0,0,0,0,19,0
9131,1,1,1,30,0,0,0,0,22,0
9356,3,2,0,50,0,0,0,1,11,2
4413,1,2,0,50,0,0,0,0,9,4
7208,4,1,0,68,0,0,0,0,25,5
9891,2,2,0,48,0,0,0,1,15,3
835,0,2,0,53,1,0,0,1,16,2
6822,6,1,0,67,0,0,0,1,12,2
3782,1,2,1,47,0,0,0,0,28,2
9013,2,1,0,50,0,0,0,1,11,5
7500,5,1,0,76,0,0,0,0,17,3
3425,0,2,0,59,0,0,0,0,21,5
66,1,5,0,120,0,0,0,1,23,5
2964,3,3,1,153,0,0,0,1,20,8
5670,3,1,0,72,0,0,0,1,19,3
8963,0,2,0,48,1,0,0,0,21,1
355,0,1,0,37,0,0,0,0,17,2
8172,7,2,0,84,0,0,0,1,33,1
4031,0,4,0,81,0,0,0,1,22,5
8535,0,1,0,49,0,0,0,0,14,3
3652,0,2,0,68,0,0,0,1,19,3
6740,4,3,0,74,0,0,0,1,21,3
3298,0,2,0,63,0,0,0,1,21,9
4128,0,4,0,56,0,0,0,1,15,4
8044,0,4,0,83,0,0,0,0,16,5
4768,0,3,0,47,0,0,0,1,17,3
473,1,4,0,55,0,0,0,0,20,3
3762,5,3,4,109,0,0,1,1,57,4
8618,0,1,0,35,0,0,0,0,15,3
3567,1,2,0,57,0,0,0,1,20,5
2761,1,3,0,82,0,0,0,0,29,4
869,0,1,0,58,0,0,0,0,14,3
9383,0,3,0,32,0,0,0,0,12,1
8689,3,1,0,44,0,0,0,1,12,2
4053,2,4,0,57,0,0,0,0,22,4
6131,0,3,0,67,2,0,0,0,24,1
3245,0,2,0,57,0,0,0,0,14,3
4843,0,5,0,110,0,0,0,1,16,9
9331,0,3,0,47,1,0,0,1,17,1
5641,0,2,0,90,0,0,0,1,15,7
5781,6,1,0,82,0,0,0,0,24,6
8541,0,3,0,47,1,0,0,0,17,1
1076,1,3,0,95,1,0,0,0,13,5
2958,0,2,0,68,0,0,0,0,20,3
6753,1,3,0,67,0,0,0,0,29,3
8658,0,3,0,39,0,0,0,0,11,1
7273,8,3,0,77,0,0,0,1,11,1
4760,0,2,0,72,0,0,0,0,20,4
4863,0,3,0,39,0,0,0,0,17,2
7026,8,1,0,73,0,0,0,1,11,5
7648,1,3,0,129,0,0,0,1,27,4
7162,13,2,0,147,1,0,0,1,8,5
74,0,5,0,58,0,1,0,0,15,4
4902,0,6,0,58,0,0,0,1,10,3
4376,0,2,0,36,0,0,0,0,16,3
6699,9,2,0,96,0,0,0,1,22,3
9806,0,3,0,42,0,0,0,0,13,2
1102,1,1,0,52,0,0,0,0,15,5
9538,0,3,0,50,1,0,0,1,15,2
7656,2,5,0,103,2,0,0,0,17,3
5236,15,2,1,139,0,0,0,1,25,3
5166,2,1,0,59,0,0,0,0,14,4
119,0,2,0,42,0,0,0,0,13,3
2023,0,3,0,40,0,0,0,0,16,2
9886,0,2,0,52,2,0,0,0,21,0
2639,0,3,0,59,0,0,0,1,17,3
2035,1,5,0,62,0,1,0,1,12,5
2565,3,3,0,91,1,0,0,0,11,4
8666,0,2,0,51,2,0,0,0,10,1
3544,0,3,0,71,0,0,0,1,20,5
1220,1,2,1,36,0,0,0,0,14,2
9715,0,3,0,50,0,0,0,1,25,2
6712,0,4,0,132,7,0,0,0,21,3
2904,0,2,0,44,0,0,0,0,21,3
3027,1,5,1,103,0,0,1,0,47,4
2511,0,3,0,51,0,0,0,0,16,3
4202,0,5,0,210,5,0,0,0,18,2
3208,0,3,0,53,0,0,0,0,29,3
4490,1,3,0,77,0,0,0,1,25,6
2756,0,3,0,45,0,0,0,0,24,1
8890,0,1,0,27,0,0,0,0,19,0
178,0,2,0,37,0,0,0,0,21,1
1644,1,3,0,175,2,1,0,1,11,5
9293,0,2,0,29,0,0,0,0,16,1
3519,5,3,4,109,0,0,1,1,57,4
1375,0,4,0,57,0,1,0,0,12,5
1721,0,2,0,22,0,0,0,0,14,0
3996,0,2,0,34,0,0,0,0,21,2
3689,2,3,1,58,0,0,0,0,19,5
2265,0,2,0,65,0,0,0,1,12,7
88,0,2,0,41,0,0,0,0,18,2
2849,1,3,0,92,2,0,0,0,10,5
8688,0,3,0,33,0,0,1,0,25,0
404,1,1,0,79,0,0,0,0,13,4
9901,0,3,0,57,0,0,0,1,15,3
4078,1,5,0,129,0,0,1,1,41,5
6836,0,3,0,71,0,0,0,0,37,2
6538,5,1,0,62,0,0,0,1,8,4
2457,1,2,1,90,1,0,0,0,26,7
2752,0,3,0,30,0,0,0,0,11,1
2215,0,2,0,56,0,0,0,1,11,4
1028,0,4,0,65,4,1,0,0,12,3
9704,1,2,0,43,0,0,0,0,21,3
1422,2,3,1,51,0,0,0,0,20,3
2437,0,2,0,67,0,0,0,0,15,6
4278,0,3,0,44,0,0,0,0,15,2
9610,0,2,0,43,0,0,0,0,14,5
1279,0,1,0,39,0,0,0,0,17,2
6221,2,5,0,67,0,0,0,0,29,1
4908,1,3,0,92,0,0,0,1,26,7
5065,0,2,0,18,0,0,0,0,10,0
1979,0,2,0,47,0,0,0,0,24,2
1062,0,4,0,52,0,0,0,0,18,3
5015,0,2,0,19,0,0,0,0,12,0
4536,2,2,1,57,0,0,0,0,15,4
6994,6,2,0,80,0,0,0,0,19,2
9254,2,3,0,54,0,0,0,1,19,3
1503,0,2,0,56,0,0,0,1,11,5
8569,3,1,0,56,0,0,0,0,17,4
9315,0,3,0,45,1,0,0,0,13,2
8837,3,2,0,54,0,0,0,0,16,2
8921,0,2,0,39,1,0,0,0,8,1
4919,1,3,0,69,0,0,0,0,19,4
679,1,3,0,79,0,0,0,1,19,8
5077,0,3,0,25,0,0,0,0,17,0
8065,11,1,0,97,0,0,0,1,11,2
7569,8,1,0,76,0,0,0,1,18,6
103,0,3,0,82,1,0,0,0,26,4
958,2,2,0,91,0,0,0,0,20,4
8557,0,4,0,59,1,0,0,0,20,1
3786,6,4,0,188,1,0,0,0,19,5
9631,1,2,0,56,1,0,0,1,15,3
7174,0,3,0,151,8,0,0,0,21,0
4044,1,5,0,64,0,0,0,1,21,3
2649,0,3,0,201,0,0,0,0,22,4
6001,0,3,0,72,0,0,0,1,18,3
7928,5,1,0,71,0,0,0,0,19,4
2827,1,3,0,62,0,0,0,0,18,5
4095,0,2,0,56,0,0,0,1,22,5
7775,13,3,0,199,4,0,0,0,13,1
9259,1,2,0,50,1,0,0,0,11,1
8114,2,2,0,61,0,0,0,0,8,4
4773,2,3,0,66,0,0,0,1,18,3
1948,0,3,0,39,0,0,0,0,16,2
6110,8,2,0,90,0,0,0,0,21,3
2300,1,2,0,65,0,0,0,1,17,6
7845,1,3,0,89,0,0,0,0,20,3
4383,0,3,0,52,0,0,0,1,19,3
5426,3,1,0,83,0,0,0,0,21,5
6772,0,3,0,75,2,0,0,0,19,1
8579,1,3,0,54,0,0,0,0,16,2
4292,0,3,0,47,0,0,0,1,15,3
529,1,2,0,51,0,0,0,0,24,3
1234,0,1,0,76,0,0,0,1,11,6
780,0,4,0,66,0,0,0,0,25,2
5860,0,3,0,84,3,0,0,1,26,2
3060,1,2,1,23,0,0,0,0,15,0
