id,NumDots,PathLevel,NumDash,NumNumericChars,PctExtHyperlinks,PctExtResourceUrls,InsecureForms,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,SubmitInfoToEmail,ExtMetaScriptLinkRT,PctExtNullSelfRedirectHyperlinksRT
9649,2,3,3,3,0.0454545455,0.5555555556,1,0.0,0,0,0,1
6226,1,6,9,10,0.033557047,0.1034482759,1,0.0268456376,0,0,0,1
112,1,2,0,23,0.0,0.0,1,1.0,0,0,1,-1
8910,1,3,1,0,0.0985915493,0.32,1,0.0845070423,0,0,0,1
1746,1,6,1,0,0.0,0.0,1,1.0,0,0,1,-1
7852,2,2,5,6,0.0975609756,0.7027027027,1,0.0,0,0,0,1
1453,2,3,0,0,0.0,0.1538461538,1,0.0,0,0,1,1
320,3,2,0,0,0.0,0.7857142857,1,1.0,1,0,1,-1
8594,1,1,0,4,0.0256410256,0.5714285714,0,0.0,0,1,0,1
3334,4,2,0,0,0.0,0.0,1,0.0,0,0,1,1
1923,3,4,1,0,0.0,0.0,1,0.0,0,0,1,1
5866,3,1,7,8,0.1352657005,0.1333333333,1,0.0338164251,0,1,0,1
9529,4,1,0,0,0.1764705882,0.0689655172,1,0.0196078431,0,0,1,1
3686,2,3,0,0,0.0,0.0,1,1.0,0,0,1,-1
4276,2,10,1,2,0.9230769231,1.0,1,0.0,1,0,-1,-1
4890,3,3,0,0,0.0,0.0,0,0.0,0,0,1,1
5226,1,5,12,16,0.0696864111,0.9375,0,0.0,0,1,0,1
7473,1,5,7,8,0.1538461538,0.3333333333,1,0.0256410256,0,1,0,1
3606,2,4,1,0,0.0,0.1333333333,1,1.0,0,0,0,-1
1053,5,2,0,0,1.0,1.0,1,0.0,1,0,-1,-1
4157,3,5,1,0,0.9230769231,1.0,1,0.0,1,0,-1,-1
9677,2,3,0,6,0.0382513661,0.0,1,0.0054644809,0,0,1,1
100,3,2,0,0,0.0,0.0,1,1.0,0,0,1,-1
7509,2,4,0,7,0.2638297872,0.125,1,0.0021276596,0,0,1,1
1457,4,2,0,0,0.9230769231,1.0,1,0.0,1,0,-1,-1
7689,2,1,1,1,0.0,0.1111111111,1,0.0,0,0,1,1
4005,5,6,0,0,0.6949152542,0.1666666667,1,0.0,0,0,0,-1
6867,2,5,5,10,0.1056179775,0.5197368421,1,0.0898876404,0,1,0,1
4510,3,3,2,77,0.0,0.0,1,0.0,0,0,1,1
3300,2,6,0,54,0.0,0.0,1,0.0,0,0,1,1
3800,3,4,5,21,0.0555555556,0.0909090909,1,0.9444444444,0,0,1,-1
4282,2,3,0,0,1.0,0.3181818182,1,0.0,0,0,0,-1
9052,1,2,6,8,0.0235294118,0.1272727273,1,0.1176470588,0,0,1,1
6463,1,5,17,8,0.4824561404,0.9913043478,1,0.0438596491,0,1,-1,0
7913,2,5,4,6,0.0625,0.7111111111,1,0.0277777778,0,0,0,1
1415,3,1,0,0,0.2,0.5714285714,1,0.8,0,0,0,-1
541,1,4,1,33,0.0,0.0,1,0.0,0,0,1,1
5816,2,3,4,0,0.0408163265,0.2068965517,1,0.0102040816,0,1,0,1
8200,1,5,6,8,0.1234567901,0.5882352941,0,0.0617283951,0,0,0,1
3681,6,7,4,4,0.0,0.0,1,0.0,0,0,1,1
755,1,5,0,0,0.0666666667,0.0769230769,1,0.8666666667,0,0,1,-1
4197,5,6,1,3,0.0833333333,0.9,1,0.9166666667,1,0,-1,-1
2651,3,7,0,19,0.0,1.0,1,1.0,1,0,-1,-1
4523,3,3,0,0,0.0391304348,1.0,1,0.947826087,0,0,-1,-1
9520,2,0,0,0,0.0208333333,0.3333333333,0,0.1041666667,0,0,0,1
3119,2,3,0,0,0.0,0.0,1,1.0,0,0,1,-1
3729,3,3,0,0,0.0666666667,0.875,1,0.9333333333,0,0,-1,-1
3887,2,3,0,4,0.0833333333,0.9,1,0.1666666667,1,0,0,1
7108,1,3,7,9,0.4579439252,1.0,1,0.0280373832,0,0,-1,0
8069,3,4,5,0,0.1086956522,0.7333333333,0,0.0434782609,0,1,-1,1
7326,2,3,0,12,0.0683760684,0.1636363636,1,0.0,0,0,0,1
8484,1,2,1,0,0.2307692308,0.2222222222,1,0.0,0,0,0,1
8768,2,2,0,0,0.0,0.02,0,0.8,0,0,1,-1
6501,1,3,4,0,0.232,0.5625,1,0.0,0,0,0,1
8427,1,0,0,0,0.152173913,0.0454545455,1,0.1304347826,0,1,1,1
7964,2,1,0,3,0.0137931034,0.4285714286,0,0.0,0,0,-1,1
602,4,4,2,19,0.0,0.0357142857,1,0.0,1,0,1,1
9250,2,3,0,5,0.0050251256,0.125,1,0.0,0,0,0,1
8920,2,2,0,5,0.0718562874,0.0609756098,0,0.0838323353,0,1,0,1
6815,3,3,3,12,0.1265822785,0.175,0,0.0,0,0,0,1
5412,1,4,3,6,0.2105263158,0.6071428571,0,0.2105263158,0,1,0,0
8748,1,4,0,8,0.1846965699,1.0,1,0.0079155673,0,0,-1,1
5523,2,3,7,2,0.0406976744,0.0793650794,1,0.0,0,0,1,1
1045,1,3,0,0,0.9230769231,1.0,1,0.0,1,0,-1,-1
7335,2,2,3,1,0.1634615385,0.4,1,0.0,0,0,0,1
1558,2,4,1,0,0.0,1.0,1,1.0,0,0,-1,-1
3740,2,3,0,0,0.0,0.0,1,0.0,0,0,1,1
3523,2,3,1,0,0.0,0.0,1,0.7272727273,0,0,1,-1
181,1,3,0,0,0.0,0.0,1,0.0,0,0,1,1
2116,2,3,1,0,0.9230769231,1.0,1,0.0,1,0,-1,-1
1700,3,2,0,0,0.0,0.0,1,0.0,0,0,1,1
1380,3,3,0,0,0.0,0.0,1,0.0,0,0,1,1
7230,1,5,2,16,0.3986928105,0.6666666667,0,0.0196078431,0,0,0,0
9144,1,2,0,0,0.0,0.2857142857,1,0.0,0,0,0,1
619,3,6,0,0,0.9336609337,0.9455782313,1,0.0024570025,1,0,-1,-1
3182,2,3,1,19,0.0555555556,0.0909090909,1,0.9444444444,0,0,1,-1
9852,3,2,0,4,0.1732283465,0.1818181818,1,0.0,0,1,0,1
1601,1,2,0,0,0.0,0.0,1,0.0,0,0,1,1
5964,2,2,4,8,0.1075949367,0.2941176471,0,0.0,0,0,0,1
1616,3,2,0,0,1.0,1.0,1,0.0,1,0,-1,-1
5921,3,4,6,0,0.2396694215,0.7647058824,1,0.0165289256,0,1,-1,1
9592,3,1,1,6,0.0434782609,0.1395348837,1,0.1449275362,0,1,0,1
3892,3,5,1,0,0.0,0.0,1,0.0,0,0,1,1
2084,5,5,2,0,1.0,1.0,1,0.0,1,0,-1,-1
4575,4,4,1,0,0.0,1.0,1,0.0,1,0,-1,1
5595,3,8,0,7,0.0434782609,0.0303030303,0,0.0217391304,0,1,1,1
5122,1,2,10,7,0.1344537815,0.9882352941,1,0.0924369748,0,1,-1,1
4588,3,5,1,0,0.0,0.0,1,0.0,0,0,1,1
4903,2,5,0,24,0.0,0.0,1,0.0,0,0,1,1
8253,1,4,10,11,0.1621621622,0.3714285714,1,0.0,0,0,0,1
5917,2,2,2,7,0.0716510903,0.9047619048,1,0.0218068536,0,0,-1,1
5130,3,1,4,4,0.03125,0.3521126761,1,0.015625,0,0,0,1
8335,2,1,0,0,0.0106382979,0.1914893617,1,0.0390070922,0,0,0,1
1919,7,4,1,1,1.0,0.2,1,0.0,1,0,0,-1
8331,2,2,2,5,0.0,0.5,1,0.0,0,0,0,1
5708,3,5,13,11,0.306122449,0.9508196721,1,0.0,0,0,-1,1
5385,3,3,7,13,0.1212121212,0.9444444444,1,0.0454545455,0,1,0,1
6337,2,0,1,26,0.0568181818,0.34375,1,0.0,0,1,1,1
2055,2,3,0,0,0.0,0.6428571429,1,1.0,0,0,0,-1
7613,3,5,0,29,0.2844036697,0.9,0,0.0275229358,0,1,-1,0
9210,2,3,1,0,0.3033707865,0.3170731707,1,0.0337078652,0,0,0,0
3964,1,3,0,0,0.0,0.0,1,1.0,0,0,1,-1
1127,2,2,0,10,0.7435897436,1.0,1,0.0,1,0,-1,-1
3429,3,4,0,0,0.0,0.0,1,0.0,0,0,1,1
4602,2,5,0,0,0.0,0.2857142857,1,0.0,0,0,-1,1
3722,3,4,5,25,0.0555555556,0.0909090909,1,0.9444444444,0,0,1,-1
2390,2,3,0,0,0.0,0.0,1,0.0,0,0,1,1
1323,2,4,0,0,0.0,0.7857142857,1,1.0,1,0,1,-1
1604,1,4,1,0,0.9230769231,1.0,1,0.0,1,0,-1,-1
7225,2,4,1,8,0.2879256966,0.9411764706,0,0.0,0,0,0,1
7426,1,1,13,3,0.0552995392,0.8571428571,0,0.0276497696,0,0,0,1
4337,6,3,0,0,0.0,0.0,1,0.0,1,0,1,1
5594,2,8,0,4,0.0169491525,0.0192307692,0,0.0,0,1,1,1
4412,2,5,1,4,0.0327868852,1.0,1,0.9672131148,0,0,-1,-1
5859,2,2,10,0,0.2879581152,0.1666666667,1,0.0209424084,0,0,0,1
9344,3,3,1,0,0.0350877193,0.3333333333,0,0.0,0,0,0,1
3992,2,4,2,24,0.0,0.2,1,0.0,0,0,0,1
6080,4,1,0,7,0.0,0.0869565217,1,0.0,0,0,1,1
1560,2,3,0,2,0.9230769231,1.0,1,0.0,1,0,-1,-1
4683,3,4,0,4,0.0,0.0,1,1.0,0,0,1,-1
7558,3,4,4,5,0.1048387097,0.3582089552,1,0.1693548387,0,1,0,1
3773,2,4,0,1,0.0,0.7857142857,1,1.0,1,0,1,-1
8780,4,4,2,20,0.1440329218,0.2784810127,1,0.0,0,0,0,1
3458,5,3,0,0,0.0,0.0,1,0.0,0,0,1,1
8384,1,2,0,7,0.0125,0.5263157895,0,0.025,0,0,0,1
1355,3,2,1,0,0.0,0.0714285714,1,0.0,0,0,1,1
46,3,2,0,0,0.5,0.6756756757,1,0.0,0,0,0,0
9873,2,0,1,2,0.5054945055,0.8888888889,0,0.0,0,1,0,0
749,1,4,2,22,0.6666666667,0.9545454545,1,0.1666666667,1,0,-1,-1
7918,3,2,11,11,0.1458333333,0.2857142857,1,0.0208333333,0,0,0,1
4242,3,3,0,0,1.0,1.0,1,0.0,1,0,1,-1
5629,3,14,2,8,0.0833333333,0.04,0,0.0,0,0,1,1
4658,4,3,1,0,0.8181818182,0.1538461538,1,0.0909090909,0,0,0,-1
4239,3,7,1,20,0.0,0.0,1,0.0,0,0,1,1
3461,3,2,0,0,0.0,0.0,1,0.0,0,0,1,1
7382,4,2,0,5,0.0,0.0,1,0.0,0,0,1,1
5550,3,2,0,21,0.0,0.9047619048,0,0.0,1,0,-1,1
7076,1,4,14,6,0.0371517028,0.21875,1,0.0464396285,0,0,0,1
5839,3,1,0,4,0.1379310345,0.0555555556,0,0.0,0,1,1,1
8092,2,2,0,5,0.0,0.0,0,0.0,0,0,1,1
5475,2,1,0,6,0.0555555556,0.3846153846,1,0.0,0,1,0,1
3615,3,3,0,0,1.0,1.0,1,0.0,1,0,-1,-1
7502,1,3,3,0,0.2235294118,0.3255813953,1,0.0352941176,0,0,0,1
7054,1,3,11,0,0.2911392405,1.0,1,0.0126582278,0,0,-1,1
7368,1,3,0,0,0.018018018,0.4821428571,1,0.0,0,0,0,1
8020,1,2,8,1,0.0289855072,0.9459459459,1,0.0347826087,0,0,-1,1
9639,2,0,0,0,0.0786516854,0.1111111111,1,0.0,0,0,1,1
9056,1,0,0,0,0.1212121212,0.0666666667,0,0.0909090909,0,0,1,1
665,2,3,0,0,0.0,0.0,1,0.0,0,0,1,1
2320,4,2,0,0,0.0,0.0,1,0.0,0,0,1,1
3543,2,5,0,0,0.0,0.0,1,0.0,0,0,1,1
3678,4,5,0,16,0.0338983051,0.1219512195,1,0.6610169492,0,0,0,-1
9600,3,1,3,0,0.0216216216,1.0,1,0.0018018018,0,0,-1,1
3092,2,3,0,5,0.0,0.0,1,0.0,0,0,1,1
676,3,6,0,0,1.0,0.9090909091,1,0.0,1,0,-1,-1
8677,1,2,4,3,0.1615384615,0.9888888889,1,0.0769230769,0,1,-1,1
4885,3,3,0,23,0.0,1.0,1,0.0,1,0,-1,1
8080,2,4,5,10,0.3333333333,0.5428571429,1,0.0476190476,0,0,0,0
1963,5,2,1,0,0.4716981132,0.976744186,1,0.0377358491,1,0,-1,0
1841,1,9,0,30,0.0,0.6666666667,1,0.0,1,0,0,1
7169,3,1,5,5,0.1157894737,0.7837837838,1,0.0,0,0,-1,1
9899,2,3,0,0,0.0476190476,0.1707317073,1,0.1125541126,0,0,1,1
3539,4,2,0,0,0.0,0.0,1,0.0,0,0,1,1
8027,1,4,5,2,0.1549295775,0.4509803922,1,0.0281690141,0,0,0,1
4867,2,2,0,0,0.0,0.0,1,0.0,0,0,1,1
4175,2,4,1,0,1.0,0.25,1,0.0,1,0,0,-1
8089,2,4,1,27,0.1131221719,0.1404494382,1,0.0,0,0,0,1
4378,5,6,0,0,0.9,1.0,1,0.1,1,0,-1,-1
6212,2,3,9,8,0.1162079511,0.1134751773,1,0.0703363914,0,0,0,1
4767,3,6,1,4,0.0,0.0,1,0.0,0,0,1,1
412,1,2,1,7,0.8461538462,0.3333333333,1,0.1538461538,1,0,0,-1
614,4,4,2,20,0.0,0.0357142857,1,0.0,1,0,1,1
6127,3,2,5,6,0.1404494382,0.2272727273,1,0.0112359551,0,0,0,1
5211,3,1,0,8,0.0384615385,0.1666666667,1,0.0,0,0,0,1
1431,3,2,0,10,0.0,0.0,0,0.0,1,0,1,1
2426,2,1,0,0,0.6,1.0,1,0.0,1,0,-1,0
8842,2,1,0,5,0.08,0.1428571429,1,0.0,0,0,0,1
3834,4,9,2,60,0.0,0.0,1,0.0,0,0,1,1
4719,4,3,0,25,0.0349344978,1.0,1,0.0,0,0,-1,1
7186,5,3,0,0,0.2518518519,0.3,1,0.0,0,1,0,1
1418,2,2,1,0,0.0,0.0,0,1.0,0,0,1,-1
7200,2,1,0,0,0.0,0.3,1,0.0,0,0,0,1
605,2,4,0,0,1.0,0.0,1,0.0,0,0,1,-1
1273,1,4,1,27,0.0,0.0,1,0.0,0,0,1,1
3965,1,3,0,0,0.8181818182,0.2857142857,1,0.0909090909,1,0,0,-1
6368,1,2,6,0,0.1619047619,0.7692307692,0,0.0380952381,0,1,0,1
8747,1,4,0,4,0.0705882353,0.2857142857,0,0.0117647059,0,0,0,1
248,2,4,1,19,1.0,1.0,1,0.0,1,0,-1,-1
9227,3,2,0,2,0.1648351648,0.0892857143,1,0.0,0,0,0,1
1983,2,2,0,4,0.0,0.25,1,1.0,0,0,0,-1
2836,1,2,0,16,0.0,0.0,1,1.0,0,0,1,-1
5376,2,3,7,0,0.1761363636,0.9019607843,1,0.0,0,0,0,1
200,4,1,11,14,0.9268292683,1.0,1,0.0243902439,1,0,-1,-1
486,1,1,0,0,0.0,0.0,1,0.0,0,0,1,1
6084,3,2,0,5,0.1896551724,0.328358209,1,0.0057471264,0,0,0,1
8957,1,0,0,0,0.3609958506,0.2,1,0.0082987552,0,0,0,0
456,1,4,1,29,0.0,0.0,1,0.0,0,0,1,1
9799,2,0,0,2,0.0909090909,0.92,1,0.0303030303,0,0,-1,1
8827,1,1,0,0,0.0294117647,0.5,1,0.0,0,0,0,1
6516,2,4,2,12,0.1162790698,0.25,0,0.0,0,0,0,1
1722,3,7,1,18,0.0,0.125,1,0.9230769231,0,0,1,-1
7051,1,5,5,0,0.1,0.0454545455,1,0.05,0,0,1,1
6383,1,7,6,8,0.0862068966,0.3770491803,0,0.0517241379,0,0,0,1
8166,1,5,7,9,0.0298507463,0.8897058824,1,0.0029850746,0,1,0,1
5768,2,5,2,16,0.0888888889,0.75,1,0.0266666667,0,0,0,1
5810,2,5,8,17,0.276119403,0.8421052632,1,0.0,0,0,0,1
4627,3,3,1,2,0.03930131,1.0,1,0.9475982533,0,0,-1,-1
863,4,3,0,11,0.375,0.0,1,0.0,1,0,0,0
2095,2,5,2,1,0.0,0.0,1,0.0,0,0,1,1
948,2,4,0,0,0.0,1.0,1,1.0,1,0,-1,-1
5642,3,3,9,7,0.0023474178,0.9777777778,1,0.0328638498,0,0,-1,1
1445,4,3,0,47,0.375,0.0,1,0.0,1,0,0,0
1281,1,3,0,0,1.0,0.1428571429,1,0.0,0,0,0,-1
3111,2,3,0,7,0.0,0.2,1,0.0,0,0,0,1
8953,2,1,5,6,0.0909090909,0.3469387755,1,0.4727272727,0,0,0,0
7610,2,4,4,8,0.0093457944,0.3,1,0.0654205607,0,0,0,1
5136,4,2,7,30,0.0576923077,0.2222222222,1,0.0,0,1,0,1
3017,3,4,0,0,0.9166666667,0.8571428571,1,0.0833333333,1,0,-1,-1
2303,8,4,4,7,0.0,1.0,0,0.0,1,0,-1,1
2005,2,3,0,0,0.0,0.0,1,0.0,1,0,1,1
4581,3,4,0,4,0.0,0.0,1,1.0,0,0,1,-1
8705,2,2,0,0,0.1081081081,0.0,1,0.027027027,0,1,1,1
1006,3,2,0,0,0.9230769231,1.0,1,0.0,1,0,-1,-1
5139,1,1,5,9,0.7384196185,0.125,1,0.0,1,0,1,-1
4318,2,3,0,0,0.0,0.0,1,0.0,0,0,1,1
6559,3,1,7,5,0.0,0.2692307692,1,0.0,0,0,0,1
4388,2,2,0,0,0.9230769231,1.0,1,0.0,1,0,-1,-1
2133,3,3,0,1,0.0,0.5,0,0.0,1,0,-1,1
4266,1,2,0,9,0.2587412587,0.027027027,1,0.0,0,0,1,1
2058,3,6,1,0,0.0,0.0,1,0.0,0,0,1,1
5387,3,3,3,6,0.1161290323,0.9666666667,0,0.0064516129,0,0,-1,1
230,2,2,0,0,0.0,0.3333333333,1,0.0,0,0,-1,1
2890,3,4,0,0,0.0,0.0,1,0.0,0,0,1,1
4473,4,2,0,3,0.0,1.0,1,0.0,1,0,1,1
6065,2,2,1,3,0.0747663551,0.0608108108,0,0.0,0,0,0,1
7925,1,2,7,0,0.0952380952,0.3396226415,1,0.0,0,0,0,1
7650,6,1,0,13,0.0714285714,0.0,1,0.0,0,1,1,1
8382,1,3,1,0,0.1171171171,0.9857142857,1,0.0810810811,0,1,-1,1
210,1,3,2,0,0.0,0.0625,1,0.0,0,0,-1,1
2759,3,2,0,0,0.75,0.6756756757,1,0.0,1,0,0,-1
8472,3,1,0,6,0.0248962656,0.0084388186,0,0.0,0,0,-1,1
2949,2,4,0,22,1.0,1.0,1,0.0,1,0,-1,-1
7117,3,2,5,0,0.0162601626,0.619047619,1,0.0027100271,0,0,0,1
6331,3,2,8,19,0.0,0.4444444444,0,0.0333333333,0,0,0,1
1729,2,2,0,0,0.9230769231,1.0,1,0.0,1,0,-1,-1
4177,4,4,0,4,0.8974358974,0.1818181818,1,0.1025641026,1,0,1,-1
338,4,5,0,10,0.0,0.0,1,0.0,1,0,1,1
4985,3,3,5,20,0.0,0.0,1,0.0,0,0,1,1
6879,2,1,0,0,0.0211800303,0.023255814,1,0.0,0,0,0,1
7249,4,2,0,7,0.0427350427,0.9444444444,1,0.0,0,0,-1,1
8453,2,1,0,0,0.0206185567,0.875,1,0.0,0,0,-1,1
1227,3,5,1,0,1.0,1.0,1,0.0,1,0,-1,-1
7609,1,3,3,0,0.0841121495,0.7058823529,0,0.0093457944,0,0,0,1
6828,1,5,3,8,0.1168831169,1.0,1,0.025974026,0,0,0,1
3541,3,3,0,0,0.0,0.7857142857,1,1.0,1,0,1,-1
